Depth (ft),ROP (ft/hr),WOB (k-lbs),Temp Out (degF),Temp In (degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (liters/min),Flow Out (%),WH Pressure (psi)
3963.23,14.73,17.52,144.76,139.1,216.63,1870.01,89.77,146.56,51.11,2752.3,89.74,7.5
3964.23,16.32,17.86,144.99,139.33,216.63,1879.85,89.42,154.99,43.36,2759.64,89.29,7.88
3965.23,13.82,17.14,145.22,139.52,216.63,1879.1,90.15,132.23,49.37,2763.73,90.19,7.88
3966.24,15.28,17.06,145.41,139.63,216.59,1870.76,90.23,135.13,53.25,2749.87,90.34,7.5
3967.24,15.69,17.57,145.53,139.75,216.6,1879.85,89.72,155.6,57.98,2761.27,91.04,8.26
3968.24,18.5,16.72,145.64,139.79,216.61,1879.85,90.57,174.17,62.03,2755.55,89.44,7.88
3969.24,17.01,17.74,145.79,139.98,216.62,1860.16,89.55,152.02,65.85,2748.25,89.64,7.5
3970.25,18.31,16.72,145.91,140.21,216.57,1879.1,90.57,111.15,66.18,2758.84,90.89,8.26
3971.25,19.94,17.99,146.06,140.47,216.62,1873.04,89.3,139.51,63.59,2757.22,90.24,7.88
3972.25,17.02,17.78,146.29,140.78,216.57,1882.89,89.51,222.28,40.07,2771.87,88.29,9.03
3973.25,11.14,16.37,146.37,141.12,216.59,1605.6,90.92,162.04,70.88,2925.14,84.94,8.64
3974.26,16.87,16.29,146.14,141.16,214.77,1774.55,91,134.94,62.61,2722.96,88.69,7.88
3975.26,18.78,17.57,146.25,141.2,213.85,1820,89.72,160.25,38.79,2699.3,90.09,8.26
3976.26,13.31,16.46,146.59,141.31,213.77,1804.09,90.83,181.07,66.28,2709.1,91.39,9.03
3977.26,15.69,15.99,146.75,141.5,213.84,1801.06,91.3,165.36,80.19,2712.36,91.44,8.26
3978.26,16.71,18.55,146.86,141.77,213.99,1810.91,88.74,133.64,86.41,2704.22,90.49,8.26
3979.5,16,17.23,146.86,141.77,213.92,1801.82,90.06,180.88,89.19,2702.59,89.74,8.26
3980.5,16.48,18.59,145.95,141.16,210.02,1791.97,88.7,132.08,58.1,0,84.24,7.5
3981.51,16.04,18.33,146.21,140.89,209.97,1783.64,88.96,160.9,55.84,0,81.09,8.64
3982.51,16.97,17.65,146.56,141.2,209.84,1779.85,89.64,155.87,53.34,2667.73,82.39,8.26
3983.51,15.75,18.72,146.94,141.58,209.83,1857.13,88.57,118.81,64.41,2732.99,86.79,8.26
3984.53,17.09,20.08,147.2,141.92,209.84,1857.13,87.21,80,53.34,2723.22,88.44,8.26
3985.53,17.5,19.35,147.43,142.23,210.09,1851.82,87.93,145.73,49.37,2717.51,88.94,8.64
3986.53,17.17,19.78,147.55,142.49,210.47,1854.1,87.51,121.02,53.95,2723.22,89.04,7.88
3987.54,19.08,19.44,147.59,142.57,211.13,1857.13,87.85,116.03,67.43,2718.3,88.39,8.26
3988.54,17.18,19.57,147.66,142.72,209.95,1791.97,87.72,115.19,60.45,2795,89.49,8.26
3989.54,15.04,19.87,147.81,142.61,209.13,1717.72,87.42,112.21,65.27,2812.14,91.29,8.26
3990.54,13.12,20.42,147.89,142.23,209.63,1771.51,86.87,155.37,60.11,2776.26,93.95,8.64
3991.55,13.46,18.84,148.04,142.23,210.44,1788.18,88.45,115.26,57.79,2765.62,92.6,7.88
3992.55,14.04,19.99,148.04,142.23,210.88,1810.15,87.3,103.98,64.05,2746.05,88.99,7.88
3993.55,16.7,19.31,148.12,142.15,211.19,1809.4,87.98,94.56,60.75,2742.79,91.09,7.88
3994.55,15.76,19.31,148.92,142.07,210.71,1814.7,87.98,108.48,56.12,2747.68,92.4,8.26
3995.55,17.18,20.16,148.62,142.15,210.17,1814.7,87.13,103.9,54.68,2745.26,91.75,8.26
3996.55,17.94,20.04,148.39,142.34,210.28,1812.43,87.25,107.87,64.35,2754.23,90.99,7.88
3997.56,15.76,20.29,148.27,142.42,210.08,1798.03,87,139.51,38.15,2759.11,91.6,8.64
3998.56,16.55,19.61,148.31,142.57,210.49,1799.55,87.68,103.56,60.42,2761.57,85.09,8.26
3999.58,15.71,19.95,148.39,142.61,211.24,1801.82,87.34,100.01,59.78,2759.11,85.94,8.26
4000.58,17.02,19.14,148.46,142.72,211.76,1811.67,88.15,104.55,58.56,2757.48,82.49,8.26
4001.58,22.96,24.17,148.5,142.76,211.79,1826.82,83.12,104.13,52.42,2744.42,86.04,8.26
4002.59,21.87,24,148.62,142.91,212.29,1826.82,83.29,114.2,52,2738.71,86.44,8.26
4003.59,20.99,24.04,148.73,143.06,212.15,1827.58,83.25,108.17,48.92,2738.71,88.54,8.26
4004.59,22.97,24.72,148.77,143.1,212.52,1831.37,82.57,120.3,47.48,2730.57,89.09,8.26
4005.59,22.12,25.23,148.84,143.18,213,1830.61,82.06,133.95,35.61,2732.2,89.04,8.64
4006.6,22.83,23.74,148.84,142.91,214.68,1829.85,83.55,116.37,41.29,2733.82,91.8,8.64
4007.62,23.09,24.55,148.88,142.49,215.51,1829.09,82.74,123.19,33.84,2736.28,87.54,8.64
4008.62,19.07,25.23,148.88,142.11,217.8,1826.06,82.06,123,38.76,2737.91,83.74,8.64
4009.62,18.98,24.42,148.88,141.84,219.25,1833.64,82.87,125.82,41.75,2739.54,87.74,8.64
4010.62,18.58,24.68,148.88,141.81,221.94,1820.76,82.61,123.38,37.44,2746.05,88.29,9.03
4011.62,17.85,24.17,148.84,141.81,222.92,1823.79,83.12,123.61,41.17,2753.39,87.09,9.03
4012.62,17.4,23.61,148.84,142.38,222.9,1819.24,83.68,110.88,43.42,2752.6,91.7,9.03
4014.01,31.59,18.63,148.16,142.91,222.37,1756.36,98.66,75.27,48.03,2759.11,87.94,8.64
4015.35,30.38,13.22,148.16,142.87,222.33,1732.88,104.07,94.83,56.15,2755.02,91.8,9.03
4016.5,30.67,17,148.2,142.87,222.3,1728.33,107.95,85.72,59.84,2755.02,91.6,9.03
4017.52,25.9,17.74,148.27,142.84,222.32,1766.21,89.55,112.67,50.11,2737.91,85.29,9.03
4018.53,19.7,25.02,149.45,144.25,221.57,1790.46,82.27,113.47,45.41,2684.88,92,8.64
4019.55,17.92,25.02,149.53,144.44,221.72,1788.94,82.27,108.9,41.04,2686.51,92.4,9.03
4020.57,20.51,24.17,149.64,144.55,221.59,1788.18,83.12,109.93,34.76,2686.51,93.2,9.03
4021.57,20.13,24.55,149.76,144.67,221.1,1785.15,82.74,140.2,41.07,2682.42,92.3,9.03
4022.57,18.98,24.25,149.87,144.63,221.26,1786.67,83.04,109.13,25.27,2682.42,92.35,9.41
4023.57,17.59,23.83,149.91,144.4,222.12,1786.67,83.46,141.23,35.12,2647.33,93.1,9.41
4024.57,17.05,24.93,149.99,144.32,222.96,1791.21,82.36,120.6,50.11,2650.58,86.04,9.79
4025.57,20.37,25.27,150.06,144.28,223.43,1769.24,82.02,142.14,41.07,2631.01,82.74,9.41
4026.58,19.18,24.51,150.1,144.17,223.64,1779.85,82.78,153.5,28.23,2644.07,84.54,10.17
4027.6,20.62,24.04,150.18,144.17,224.04,1788.18,83.25,119.5,48.09,2660.39,89.59,9.41
4028.6,20.37,25.32,150.18,144.17,224.45,1798.03,81.97,125.21,51.45,2669.36,91.14,9.41
4029.6,20.47,24.89,150.22,144.25,224.83,1792.73,82.4,126.93,48.37,2664.47,83.84,9.41
4030.62,21.09,25.1,150.29,144.32,224.84,1790.46,82.19,112.94,52.67,2664.47,83.89,9.41
4031.62,22.38,25.02,150.29,144.36,224.84,1810.15,82.27,128.76,44.58,2657.13,83.99,9.79
4032.62,28.24,25.19,150.29,144.4,224.86,1800.3,82.1,106.99,47.97,2662.01,83.59,9.79
4033.64,24.15,25.32,150.33,144.44,224.84,1788.18,81.97,115.19,63.56,2668.56,83.84,9.79
4034.64,23.41,23.87,150.29,144.44,224.84,1800.3,83.42,113.78,61.15,2662.85,83.29,9.79
4035.64,21.84,23.36,150.29,144.48,224.84,1794.24,83.93,112.98,63.77,2665.27,84.04,9.41
4036.64,22.65,24.34,150.33,144.55,225.18,1801.06,82.95,116.83,60.23,2669.36,83.34,9.41
4037.64,19.06,24.59,150.41,144.82,224.85,1799.55,82.7,113.89,63.9,2676.7,85.14,9.79
4038.64,19.64,24.25,150.48,144.97,224.84,1805.61,83.04,105.77,58.89,2679.16,89.09,9.41
4039.66,21.35,24.89,150.6,145.12,224.83,1812.43,82.4,111.57,58.74,2675.07,88.74,9.79
4040.68,22.11,24.29,150.67,145.24,224.83,1810.15,83,118.01,54.99,2671.82,88.84,9.41
4041.68,30.01,24.68,150.71,145.31,224.83,1813.94,82.61,108.71,50.75,2659.55,88.54,9.79
4042.68,28.32,24.89,150.79,145.39,224.83,1786.67,82.4,114.73,58.98,2644.07,91.95,9.79
4043.68,27.29,23.7,150.83,145.5,224.46,1785.91,83.59,110,64.96,2648.95,92.05,9.41
4044.68,23.08,24.89,150.94,145.47,223.64,1770,82.4,108.1,58.1,2680.79,89.74,9.79
4045.69,14.14,4.58,140.19,132.47,172.11,1669.24,102.71,110.8,56.91,2781.14,85.19,3.31
4046.69,8.83,5.6,142.29,134.94,172.64,1627.57,101.69,109.89,59.84,2767.29,88.34,3.31
4047.7,13.71,9.48,142.52,136.35,172.81,1694.24,97.81,108.02,52.73,2746.88,89.29,3.31
4048.7,12.8,9.77,142.63,137.31,172.2,1716.97,97.51,103.86,55.11,2721.6,91.85,3.31
4049.7,14.9,19.34,142.82,137.73,171.32,1732.88,98.45,103.64,57,2710.16,91.54,2.92
4050.7,16.11,19.85,143.35,137.99,170.91,1739.69,97.94,112.94,58.19,2698.73,91.8,3.31
4051.7,15.81,19.38,143.32,137.57,172.66,1716.97,98.41,122.43,55.9,2697.94,88.04,2.54
4052.71,15.63,19.08,143.09,138.22,173.76,1684.39,98.71,107.26,60.23,2744.42,83.49,2.54
4053.71,13.73,19.89,142.71,138.34,174.87,1681.36,97.9,107.87,54.47,2740.33,82.04,2.92
4054.71,12.93,19.59,142.86,138.3,177.12,1695.75,98.2,113.01,57.61,2732.2,86.09,2.54
4055.71,13.27,19.38,143.16,138.3,178.73,1714.69,98.41,116.29,57.95,2715.88,89.19,2.54
4056.72,13.61,19.3,143.51,137.96,181.67,1726.06,98.49,111.11,53.67,2688.13,88.04,2.54
4057.74,15.19,17.42,143.7,137.77,184.55,1748.03,100.37,116.71,58.59,2688.13,87.99,2.54
4058.74,13.82,19.25,143.74,137.8,187.78,1755.6,98.54,113.93,57.4,2668.56,80.74,2.16
4059.74,14.49,19.81,143.7,137.54,191.9,1738.94,97.98,108.48,58.98,2700.36,84.59,2.16
4060.76,16.2,19.93,143.66,137,196.27,1732.88,97.86,113.97,55.54,2713.42,89.94,2.54
4061.77,14.49,20.4,143.58,136.66,200.4,1710.91,97.39,131.16,63.44,2719.14,83.84,2.16
4062.77,14.32,19.51,143.74,136.43,204.47,1703.33,98.28,124.57,57.31,2717.51,88.89,2.16
4063.77,14.51,19.08,143.81,136.35,208.24,1716.97,98.71,130.67,45.86,2694.64,89.49,2.16
4064.77,18.05,20.62,143.85,136.32,211.42,1729.85,97.17,106.57,57.21,2701.99,89.34,2.16
4065.78,19.94,18.91,143.62,136.28,215.12,1726.06,98.88,108.55,55.35,2691.39,83.84,2.16
4066.78,18.8,19.64,143.47,136.24,218.83,1728.33,98.15,117.36,52.94,2697.94,83.39,2.16
4067.78,23.73,18.95,143.35,136.2,221.91,1727.57,98.83,115.34,60.39,2691.39,84.99,2.16
4068.78,25.59,19.81,143.28,136.09,224.54,1732.88,97.98,100.47,58.1,2696.27,83.39,2.16
4069.8,27.41,19.3,143.2,136.05,226.99,1731.36,98.49,100.66,38.48,2708.54,85.39,1.78
4070.8,11.12,15.93,143.09,135.9,233.47,1709.39,101.86,107.56,51.08,2719.14,88.04,1.78
4071.81,18.7,19.21,142.97,135.94,234.71,1712.42,98.58,113.17,59.2,2714.25,90.24,1.78
4072.81,16.93,18.32,142.93,136.96,234.17,1703.33,99.47,115.42,59.69,2713.42,86.24,1.78
4073.81,17.53,19.17,143.05,137.92,233.87,1713.94,98.62,108.86,58.16,2716.68,85.69,1.78
4074.82,17.11,19.17,143.16,138.57,233.78,1706.36,98.62,98.91,57.15,2710.96,82.89,1.78
4075.82,14.62,19.55,143.35,139.02,233.77,1705.6,98.24,112.14,53.92,2709.33,85.14,1.78
4076.83,28.62,21.72,143.47,139.18,232.45,1732.88,96.07,110.61,62.8,2672.61,84.74,1.78
4077.83,30.85,22.02,143.7,139.4,232.43,1728.33,95.77,119.53,52.42,2669.36,86.64,1.78
4078.83,36.43,21.64,143.85,139.56,232.15,1741.21,96.15,131.09,58.56,2653.04,88.44,2.16
4079.83,44.34,21.04,144,139.71,232.45,1728.33,96.75,121.44,61.45,2655.5,89.29,1.78
4080.84,35.38,22.7,144.12,139.9,232.09,1728.33,95.09,107.98,53.19,2669.36,89.29,1.78
4081.84,24.05,22.02,144.31,140.13,232.01,1713.94,95.77,101.69,61.73,2675.91,88.54,1.78
4082.84,22.14,22.45,144.54,140.4,232.55,1734.39,95.34,125.06,56.05,2653.04,88.99,1.78
4083.84,27.34,22.11,144.61,140.55,232.81,1703.33,95.68,112.52,58.92,2633.47,88.64,1.78
4084.85,24.22,22.4,144.73,140.62,233.05,1697.27,95.39,144.73,56.45,2624.5,84.04,2.16
4085.85,24.55,22.74,144.92,140.82,232.93,1723.78,95.05,114.84,43.52,2692.22,83.89,2.16
4086.85,23.58,22.32,144.99,141.04,231.51,1720,95.47,126.17,52.45,2675.07,85.14,2.16
4087.85,23.14,22.36,145.03,141.27,229.7,1705.6,95.43,130.32,66.18,2635.1,85.59,1.78
4088.86,18.61,20.53,145.26,141.54,230.15,1694.24,97.26,123.96,61.27,2625.3,88.59,1.78
4089.88,19.46,22.62,145.45,141.73,230.31,1692.72,95.17,125.94,57.95,2630.22,85.49,1.78
4090.88,21.99,22.62,145.57,141.96,230.31,1712.42,95.17,129.9,56.54,2653.88,83.39,1.78
4091.88,27.75,21.77,145.68,142.07,229.46,1724.54,96.02,155.91,59.75,2648.16,86.69,2.16
4092.88,25.96,20.23,145.83,142.3,230.14,1650.3,97.56,113.97,64.05,2817.03,85.99,1.4
4093.89,25.41,21,146.02,142.42,228.53,1694.24,96.79,157.66,61.76,2684.04,87.44,2.16
4094.89,24.71,20.36,146.21,142.57,228.45,1764.7,97.43,114.54,58.53,2768.08,83.74,1.78
4095.89,21.35,20.23,146.4,142.68,228.76,1729.85,97.56,112.52,55.84,2766.45,83.04,1.4
4096.9,19.67,20.49,146.56,142.87,228.44,1764.7,97.3,91.82,60.6,2742.79,86.09,1.02
4097.91,17.38,20.19,146.79,143.06,228.59,1746.51,97.6,112.86,57.09,2785.23,90.69,1.4
4098.92,22.85,21.21,146.98,143.22,228.21,1786.67,96.58,114.27,56.85,2742.79,90.24,1.4
4099.93,18.65,20.06,147.2,143.37,228.24,1791.21,97.73,138.75,58.1,2724.02,88.34,1.4
4100.94,17.29,19.51,148.42,143.6,227.29,1838.19,98.28,108.59,57.95,2772.96,90.59,1.4
4101.95,20.31,20.1,147.93,143.71,226.22,1841.97,97.69,120.83,59.2,2768.91,86.59,1.78
4102.96,18.95,20.06,148.16,143.87,226.11,1820,97.73,114.92,56.79,2779.51,86.74,1.78
4103.98,22.44,21.08,147.89,144.06,225.69,1798.79,96.71,130.32,63.8,2786.86,86.34,1.78
4104.98,21.77,20.62,148.16,144.21,226.01,1806.37,97.17,118.12,58.31,2778.68,87.29,1.4
4106,29.1,21.59,148.2,144.32,225.77,1801.82,96.19,162.65,53.77,2772.96,89.54,1.78
4107.01,24.09,21.21,148.08,144.51,225.73,1807.12,96.58,117.02,56.33,2775.42,86.49,1.4
4108.86,18.61,20.53,145.26,141.54,230.15,1694.24,97.26,123.96,61.27,2625.3,88.59,1.78
4109.88,19.46,22.62,145.45,141.73,230.31,1692.72,95.17,125.94,57.95,2630.22,85.49,1.78
4111.88,21.99,22.62,145.57,141.96,230.31,1712.42,95.17,129.9,56.54,2653.88,83.39,1.78
4112.88,27.75,21.77,145.68,142.07,229.46,1724.54,96.02,155.91,59.75,2648.16,86.69,2.16
4114.88,25.96,20.23,145.83,142.3,230.14,1650.3,97.56,113.97,64.05,2817.03,85.99,1.4
4116.89,25.41,21,146.02,142.42,228.53,1694.24,96.79,157.66,61.76,2684.04,87.44,2.16
4117.89,24.71,20.36,146.21,142.57,228.45,1764.7,97.43,114.54,58.53,2768.08,83.74,1.78
4119.89,21.35,20.23,146.4,142.68,228.76,1729.85,97.56,112.52,55.84,2766.45,83.04,1.4
4120.9,19.67,20.49,146.56,142.87,228.44,1764.7,97.3,91.82,60.6,2742.79,86.09,1.02
4121.91,17.38,20.19,146.79,143.06,228.59,1746.51,97.6,112.86,57.09,2785.23,90.69,1.4
4122.92,22.85,21.21,146.98,143.22,228.21,1786.67,96.58,114.27,56.85,2742.79,90.24,1.4
4123.93,18.65,20.06,147.2,143.37,228.24,1791.21,97.73,138.75,58.1,2724.02,88.34,1.4
4124.94,17.29,19.51,148.42,143.6,227.29,1838.19,98.28,108.59,57.95,2772.96,90.59,1.4
4125.95,20.31,20.1,147.93,143.71,226.22,1841.97,97.69,120.83,59.2,2768.91,86.59,1.78
4126.96,18.95,20.06,148.16,143.87,226.11,1820,97.73,114.92,56.79,2779.51,86.74,1.78
4127.98,22.44,21.08,147.89,144.06,225.69,1798.79,96.71,130.32,63.8,2786.86,86.34,1.78
4128.98,21.77,20.62,148.16,144.21,226.01,1806.37,97.17,118.12,58.31,2778.68,87.29,1.4
4129.3,30,20,146.82,144.36,227.66,1800.59,119.74,33.14,0,1150.99,52.17,-0.13
4130.32,15.87,19.98,151.44,146.15,222.86,1797.27,97.81,106.42,53.13,2781.97,90.94,4.45
4131.35,15.72,23.38,151.55,146.27,223.27,1781.36,94.41,123.35,58.34,2775.42,92.25,4.45
4132.36,21.93,24.28,151.59,146.31,224.01,1807.12,93.51,122.32,52.79,2777.89,92.45,4.45
4133.37,19.75,24.66,151.67,146.31,224.76,1802.58,93.13,118.09,55.32,2774.63,91.95,4.45
4134.38,19.34,25.64,151.67,146.27,224.31,1796.52,92.15,111.95,51.33,2777.89,92.9,4.45
4135.39,20.31,24.7,151.7,146.23,220.02,1799.55,93.09,132.19,52.85,2775.42,92.3,5.21
4136.4,19.24,24.62,151.7,146.19,220.68,1795.76,93.17,106.08,57.52,2779.51,92.15,4.83
4137.41,21.4,24.83,151.7,140.01,219.11,1796.52,92.96,106.23,59.81,2777.89,92.6,5.21
4138.42,23,24.19,151.51,140.82,220,1809.4,93.6,113.24,56.82,2768.91,89.84,5.21
4139.43,37.96,24.45,151.25,141.84,220.2,1832.88,93.34,127.81,65.21,2752.6,88.04,5.21
4140.44,57.1,24.4,149.8,133.88,220.26,1830.61,93.38,129.45,48.7,2748.51,89.14,5.59
4141.45,42.37,23.55,149.49,133.46,220.26,1791.21,94.24,172.3,70.12,2771.34,89.69,5.21
4142.48,28.96,24.15,149,132.89,221.13,1787.42,93.64,113.24,81.07,2773.8,89.64,5.21
4143.49,21.27,25.47,148.39,132.28,221.42,1785.91,92.32,127.2,50.32,2768.91,89.34,5.21
4144.5,27.14,24.62,148.08,131.82,221.8,1797.27,93.17,125.52,57.58,2769.71,92.05,5.21
4145.51,21.17,25.64,147.62,131.28,222.12,1780.61,92.15,112.1,62.71,2774.63,90.59,5.21
4146.52,20.76,24.4,147.05,130.94,222.59,1782.88,93.38,108.63,64.9,2778.68,83.49,5.21
4147.53,18.19,24.49,146.4,130.45,223.74,1771.51,93.3,116.56,56.24,2777.05,85.89,5.59
4148.54,16.67,24.92,145.91,129.87,224.78,1782.12,92.87,120.72,66.61,2777.89,87.54,5.21
4149.55,17.38,24.66,145.15,129.34,225.26,1773.03,93.13,107.49,76.1,2779.51,85.99,5.21
4150.56,18,24.45,144.5,128.81,225.21,1773.79,93.34,115.57,77.84,2777.89,85.94,5.21
4151.57,15.08,24.92,143.66,128.16,225.33,1776.06,92.87,108.67,65.57,2780.31,81.99,5.59
4152.58,17.32,24.96,143.01,127.47,225.56,1778.33,92.83,110.69,65.02,2773.8,83.14,5.21
4153.59,21.68,25.3,142.44,126.82,225.66,1785.91,92.49,116.71,48.58,2771.34,88.44,5.59
4154.6,22.45,25.77,141.94,126.25,225.86,1782.12,92.02,110.84,56.76,2770.54,87.59,5.59
4155.61,23.19,25.72,141.45,125.64,226.49,1791.21,92.06,124.11,50.38,2763.99,82.29,5.59
4156.62,23.7,26.36,141.07,125.11,226.66,1790.46,91.43,120.11,49.28,2763.2,87.54,5.97
4157.63,19.55,25.9,140.57,124.5,226.67,1788.94,91.89,101.69,60.54,2772.17,90.94,5.59
4158.66,15.02,26.79,139.96,123.7,226.72,1793.49,91,105.96,57.73,2759.94,92.05,5.59
4159.67,15.35,26.41,139.47,123.24,227.75,1793.49,91.38,117.82,48.52,2758.28,83.84,5.59
4160.68,15.62,26.36,138.93,122.86,228.4,1795,91.43,102.84,48.95,2757.48,86.94,6.36
4161.69,15.15,25.85,138.25,122.21,228.47,1798.79,91.94,101.08,54.53,2760.74,87.09,6.36
4162.7,15.6,26.66,137.67,121.41,229.61,1799.55,91.13,100.24,42.26,2755.85,86.34,6.74
4163.71,16.76,26.28,137.18,120.91,229.97,1792.73,91.51,101.77,49.77,2754.23,83.94,6.36
4164.72,18.55,25.13,136.64,120.49,230.31,1796.52,92.66,109.24,54.99,2753.39,84.99,6.36
4165.74,15.69,26.02,136.07,120,230.91,1807.12,91.77,113.93,49.07,2753.39,86.24,6.74
4166.75,16.3,25.94,135.54,119.73,231.09,1804.09,91.85,101.27,49.92,2756.65,87.59,6.74
4167.76,15.08,26.02,135.04,119.54,230.97,1804.85,91.77,130.78,36.96,2759.11,89.34,7.12
4168.77,13.69,25.21,134.62,119.39,230.92,1789.7,92.58,48.51,51.33,2760.74,90.49,6.74
4169.78,15.97,25.85,134.13,119.31,230.77,1800.3,91.94,116.79,61.18,2751.77,88.69,7.12
4170.79,15.21,26.41,133.67,119.12,230.61,1799.55,91.38,113.36,58.62,2751.77,84.64,6.74
4171.8,17.77,26.32,132.45,115.96,228.54,1839.7,91.47,110.99,50.01,2778.38,84.79,7.12
4172.81,14.55,25.85,132.03,116.49,228.71,1821.52,91.94,109.77,52.85,2762.9,83.74,7.12
4173.82,17.49,26.02,131.69,116.57,229.31,1819.24,91.77,119.15,48.49,2761.27,85.69,7.12
4174.83,17.31,26.02,131.5,116.42,230.2,1807.88,91.77,126.85,46.57,2753.92,85.54,7.12
4175.84,17.59,25.85,131.15,116.38,229.49,1813.94,91.94,110.23,57.98,2751.5,84.74,7.12
4176.85,16.99,25.77,130.89,116.34,229.48,1821.52,92.02,129.37,40.77,2759.64,85.74,7.5
4177.86,18.18,25.55,130.66,116.19,229.81,1820,92.24,135.89,36.93,2753.13,86.14,7.5
4178.9,18.49,28.36,130.32,116.03,229.99,1816.21,89.42,135.89,42.2,2746.62,86.69,7.5
4179.91,23.82,28.83,130.09,115.92,229.95,1814.7,88.96,111.6,55.81,2733.56,86.64,7.5
4180.92,20.54,28.41,129.78,115.65,229.86,1816.21,89.38,117.32,54.25,2735.19,82.99,7.5
4181.93,21.63,28.24,129.51,115.54,229.67,1807.88,89.55,118.62,54.8,2727.05,86.19,7.5
4183.97,25.78,28.79,129.06,115.23,229.35,1815.46,89,117.28,49.28,2716.45,85.04,7.5
4184.98,35.92,27.85,128.94,115.04,229.46,1848.79,89.94,154.15,33.69,2705.85,84.89,7.88
4185.99,29.79,29.3,128.83,114.93,229.62,1816.21,88.49,172.07,32.59,2711.53,86.34,8.26
4187,31.48,27.68,128.68,114.85,229.58,1812.43,90.11,121.78,55.93,2706.64,86.69,7.5
4188.01,28.43,28.36,128.49,114.7,229.56,1801.82,89.42,118.66,55.99,2705.85,82.94,7.5
4189.03,29.37,28.32,128.33,114.62,229.52,1805.61,89.47,126.21,62.83,2713.99,80.69,7.5
4190.04,23.96,28.75,128.14,114.55,229.58,1798.79,89.04,113.7,58.46,2712.36,80.79,7.5
4191.05,24.6,28.49,127.99,114.32,229.53,1797.27,89.3,119.38,63.53,2718.08,85.49,7.12
4192.06,21.5,28.49,127.8,114.17,230.25,1800.3,89.3,133.03,62.07,2720.5,88.39,7.88
4193.07,21.76,28.32,127.65,114.05,230.57,1785.15,89.47,119.53,65.79,2716.45,90.19,7.5
4194.08,23.45,27.68,127.46,113.94,230.22,1795.76,90.11,129.87,62.37,2705.85,90.24,7.88
4195.09,25.26,28.71,127.34,113.82,230.2,1806.37,89.08,130.51,64.9,2713.19,86.64,7.5
4196.1,25.81,28.15,127.23,113.75,230.18,1791.21,89.64,132.5,61.82,2708.27,84.94,7.88
4197.13,24.84,28.79,127.04,113.59,230.21,1782.12,89,128.95,67.22,2715.62,82.79,7.5
4198.14,20.64,28.49,126.88,113.44,230.22,1783.64,89.3,127.81,56.79,2709.1,84.39,7.5
4199.17,21.57,28.62,126.77,113.25,230.17,1835.91,89.17,135.81,56.05,2753.92,86.09,7.5
4200.18,28.27,28.88,126.66,113.1,230.2,1828.34,88.91,133.37,63.22,2738.44,85.74,7.5
4201.19,33.45,31.86,126.58,113.06,230.23,1845,85.93,130.17,57.61,2741.7,87.14,7.88
4202.21,23.81,29.22,126.46,113.02,230.33,1834.4,88.57,127.43,55.99,2751.5,88.24,7.88
4203.22,25.91,30.28,126.35,112.91,230.05,1843.49,87.51,155.45,48.09,2730.3,89.54,8.26
4204.24,34.79,28.45,125.55,109.59,228.53,1819.24,89.34,113.78,57.34,2735.19,88.94,7.88
4205.25,16.08,28.54,125.24,110.2,228.66,1820.76,89.25,116.71,50.26,2736.02,87.89,7.5
4206.26,16.61,27.39,125.17,110.51,228.78,1809.4,90.4,115.19,54.5,2750.67,89.29,7.5
4207.27,16.33,28.45,125.09,110.73,229.03,1814.7,89.34,133.68,45.59,2729.47,83.94,7.88
4208.28,17.59,28.15,125.02,110.89,229.24,1815.46,89.64,114.39,47.73,2744.16,83.29,7.88
4209.29,16.16,28.11,124.9,110.96,229.26,1834.4,89.68,117.7,48.58,2746.62,86.39,7.88
4210.3,20.22,28.41,124.79,111,229.43,1823.03,89.38,127.39,43.58,2739.27,88.54,8.26
4211.31,17.17,28.19,124.56,111.04,229.39,1805.61,89.6,124.07,48.73,2729.47,88.69,7.88
4212.32,18.76,28.28,124.44,111,229.54,1822.28,89.51,115.99,29.05,2744.16,89.39,8.26
4213.33,18.63,28.79,124.25,111.04,229.53,1818.49,89,123.08,34.94,2732.73,88.04,7.88
4214.34,18.95,29,124.1,111.04,229.68,1822.28,88.79,112.56,42.33,2739.27,80.24,7.88
4215.35,16.99,28.32,123.95,110.85,229.7,1815.46,89.47,117.67,40.16,2742.53,83.29,8.26
4216.37,17.74,28.58,123.83,110.73,229.76,1814.7,89.21,114.31,44.55,2733.56,87.44,7.88
4217.38,20.67,29.09,123.76,110.7,229.8,1827.58,88.7,133.41,46.11,2751.5,86.24,7.88
4218.39,23.05,27.68,123.64,110.62,229.82,1823.03,90.11,120.56,44.52,2747.41,88.19,8.26
4219.4,19.86,28.41,123.57,110.47,229.8,1830.61,89.38,129.03,43.67,2745.78,88.64,8.26
4220.41,20.41,28.83,123.41,110.47,230.19,1820,88.96,116.64,44.8,2737.65,90.39,7.88
4221.42,23.37,27.98,123.3,110.24,230.4,1826.06,89.81,121.67,39.49,2743.32,80.39,7.88
4222.43,23.35,28.19,123.22,110.09,230.89,1829.09,89.6,131.85,30.37,2737.65,87.44,8.64
4223.44,25.78,28.28,123.15,109.97,230.88,1826.82,89.51,135.78,35.7,2727.05,87.44,8.26
4224.45,23.48,27.9,123,109.93,230.3,1827.58,89.89,123.73,42.42,2604.74,87.24,8.26
